																																			
																																			
																																			
	Rapportperiode: 01-01-2016  -  01-05-2017											Ejby Mølle Renseanlæg																							
																																			
	RT Ind / Ud: januar 2016																																		
																																			
																																			
																																			
																																			
			Nord Vest		Nord Øst			Ejby Mølle							Ejby Mølle		Ejby Mølle	Ejby Mølle			Samlet			Ejby Mølle			Rådnetanke								
			Slam til		Slam til			Slam til							Slam til		Kulstof fra SD	Slam fra RT Recuperativ			Forafvandet			Slam til KT											
			Forafvanding		Forafvanding			Forafvanding							Cykloner		Lagertank	Til Forafvanding			EM,NØ,NV,RC			fra Forklaring			IND		UD		"Udrådning
"	Centrifugeret		SL	Ind RT
																																		Differens	Clamponmåler
Dato			m³	kg	m³		kg	m³					kg		m³	kg	m³	m³	kg		m³	kg		m³	kg		m³	"kg
"	m³	"kg
"	%	m³	"kg
"	m³	m³
19 jul  tir			270	2485	97		496	724					10857		839	16708	32	0	0		1090	13837		42	1820		430	30430	374	15149	50	432	17498	-13	0
20 jul  ons			264	2390	97		510	614					8409		734	14981	30	0	0		974	11309		112	5430		417	32130	398	16092	50	432	17467	-17	0
21 jul  tor			289	2561	97		521	694					8811		812	16499	31	0	0		1080	11893		70	2850		409	31100	375	15152	51	432	17455	-81	0
22 jul  fre			289	2433	97		486	694					8288		809	15727	33	0	0		1080	11207		56	2670		363	27540	320	12919	53	432	17441	-108	0
23 jul  lør			289	2367	97		493	694					6927		809	14224	33	0	0		1080	9787		56	2060		361	27240	327	13272	51	432	17533	-155	0
24 jul  søn			289	2358	97		495	694					6298		805	13920	32	0	0		1080	9151		70	1960		361	26920	327	13157	51	47	1891	84	0
25 jul  man			289	8085	97		594	642					(540)		762	12914	30	0	0		1028	8139		28	1000		307	22580	313	12646	44	379	15313	-1	0
26 jul  tir			289	3112	113		667	678					6181		785	14209	33	0	0		1080	9960		98	3960		403	29870	333	13491	55	432	17502	-119	0
27 jul  ons			275	2878	121		687	685					4829		803	13501	32	0	0		1080	8394		112	4610		408	29550	358	14639	50	388	15866	-66	0
28 jul  tor			289	3128	121		683	670					4954		780	13532	32	0	0		1080	8764		126	5860		401	29180	381	15621		11	451	132	0
29 jul  fre			289	4386	121		961	604					3907		713	12395	33	0	0		1014	9254		112	4930		451	31320	403	16428	48	343	13982	169	0
30 jul  lør			289	3795	121		1057	441					5552		461	10563	32	0	0		851	10404		140	7140		458	33990	451	18306	46	360	14612	84	0
31 jul  søn			289	3650	121		875	393					2558		407	8525	32	0	0		803	7083		126	6100		458	30400	400	16164	47	61	2465	291	0
01 aug  man			289	4049	121		881	381					4497		402	7056	33	0	0		791	9426		168	8430		457	31910	441	17849	44	371	15016	129	0
02 aug  tir			289	3309	143		912	359					5210		375	7244	32	0	0		791	9431		196	9970		446	32980	450	18172	45	480	19383	-96	0
03 aug  ons			289	3118	145		1003	358					5149		375	6810	33	0	0		792	9270		154	7630		419	30800	352	14283	54	478	19395	-124	0
04 aug  tor			289	2928	145		987	358					7035		373	8036	33	0	0		792	10950		182	9060		456	34110	405	16431	52	479	19433	-67	0
05 aug  fre			289	3339	104		658	399					6694		445	8835	32	0	0		792	10691		154	7690		422	30790	395	16045	48	480	19498	-89	0
06 aug  lør			289	2908	97		629	405					6316		456	8601	29	0	0		791	9853		189	9555		458	32820	436	17819	46	315	12874	-11	0
07 aug  søn			289	3062	97		610	406					5456		450	7864	17	0	0		792	9127		203	9825		457	33360	428					371	0
08 aug  man			289	4065	97		691	383					4471		396	6873	22	0	0		769	9226		168	8140		406	30500	413	16794	45	431	17526	30	0
09 aug  tir			289	6043	97		666	381					2421		435	7938	33	0	0		767	9130		196	9640		458	32840	442	18043	45	480	19595	-8	0
10 aug  ons			289	3356	97		687	382					4641		436	7874	32	0	0		768	8684		210	10790		458	34340	385	15652	54	668	27157	-200	0
11 aug  tor			289	3508	97		694	382					4237		436	7692	21	0	0		768	8438		210	10530		457	34450	417	17051	51	672	27478	-254	0
12 aug  fre			289	2966	108		755	371					3922		423	7053	13	0	0		768	7643		112	5680		387	27510	328	13452	51	355	14560	-101	0
13 aug  lør			289	2755	109		763	370					3914		423	6561	5	0	0		768	7432		168	8350		456	30500	448	18484	39	336	13863	20	0
14 aug  søn			289	3714	120		890	359					3504		414	6647	0	0	0		768	8107		224	10740		458	31360	498	20646	34	142	5887	184	0
15 aug  man			289	2605	121		804	358					4582		411	7040	0	0	0		768	7990		238	11230		457	33150	440	18243	45	329	13641	200	0
16 aug  tir			289	2608	121		777	358					3933		411	6637	0	0	0		768	7317		210	8460		414	29470	407	16695	43	480	19689	-40	0
17 aug  ons			289	2445	121		757	358					4044		410	6635	0	0	0		768	7245		140	6520		381	26460	364	14867	44	480	19605	-105	0
18 aug  tor			289	2550	121		995	357					3593		409	6643	0	0	0		767	7138		205	9690		457	31645	456	18672	41	480	19655	-48	0
19 aug  fre			289	2431	121		1043	358					3876		413	6668	33	0	0		768	7350		208	9860		457	31398	453	18439	41	481	19579	-50	0
20 aug  lør			289	2574	121		1048	358					3278		409	6159	35	0	0		768	6900		203	9460		456	31188	437	17924	43	325	13330	-15	0
21 aug  søn			289	2605	121		1048	357					3038		409	5900	25	0	0		767	6690		224	10270		457	31980	381					280	0
22 aug  man			289	6316	121		1225	(268)					(6442)		78	986	28	0	0		142	1099		322	14890		457	30510	498	20220	34	442	17946	164	0
23 aug  tir			289	6860	121		1318	(410)					(8178)		0	0	31	0	0					339	16520		458	30590	405	16437	46	480	19481	-64	0
24 aug  ons			289	4426	32		274	(321)					(4700)		0	0	35	0	0					332	13740		458	29550	405	16354	45	503	20311	-94	0
25 aug  tor			289	4400	120		1228	(409)					(5628)		0	0	14	0	0					282	11950		416	19380	308	12408	36	498	20063	-189	0
26 aug  fre			289	4379	121		1198	243					1501		341	6150	29	0	0		653	7078		229	11830		456	30180	419	17083	43	504	20549	-121	0
27 aug  lør			289	6000	121		1180	357					1157		411	7347	34	0	0		767	8337		203	9410		458	28700	446	18210	37	504	20578	-81	0
28 aug  søn			289	7011	121		1392	357					2171		413	7822	33	0	0		767	10574		198	8800		457	27250	449	18500	32	79	3255	107	0
29 aug  man			289	3064	121		1152	357					6028		416	8230	15	0	0		767	10243		241	11630		458	29590	461	18914	36	438	17970	121	0
30 aug  tir			289	2754	121		1066	358					4514		416	7483	33	0	0		768	8334		197	10200		442	27370	416	17094	38	480	19724	-11	0
31 aug  ons			289	2702	121		1074	358					4911		422	7769	36	0	0		768	8687		208	10230		433	26440	427	17527	34	480	19702	-62	0
01 sep  tor			289	2713	121		1079	358					4603		420	7744	36	0	0		768	8395		144	7930		359	22480	357	14668	35	480	19722	-134	0
02 sep  fre			289	2921	121		1052	358					4552		420	7711	34	0	0		768	8525		208	10430		433	26930	434	17923	33	480	19823	-95	0
03 sep  lør			289	2797	121		1090	358					4765		421	7711	33	0	0		768	8652		208	4470		433	24560	390	16087	34	433	17861	-121	0
04 sep  søn			289	3588	121		1677	358					5571		421	7949	23	0	0		768	10835		211	4480		432	26980	433					212	0
05 sep  man			289	3120	121		1393	358					6988		419	8703	27	0	0		768	11501		233	4680		421	24690	462	18927	23	253	10365	240	0
06 sep  tir			335	3223	121		1313	312					5089		374	7508	30	0	0		768	9625		208	3710		416	21200	406	16554	22	460	18756	36	0
07 sep  ons			337	3603	121		1270	352					4349		414	7562	31	0	0		810	9223		193	5180		408	23700	398	16131	32	480	19455	-74	0
08 sep  tor			337	4987	121		1226	358					2824		420	7692	32	0	0		816	9038		204	6540		419	25710	409	16556	36	480	19430	-86	0
09 sep  fre			337	2512	121		1206	358					4953		418	7584	35	0	0		816	8671		171	8427		433	25610	439	17848	30	480	19515	-72	0
10 sep  lør			337	1887	121		1145	358					5098		417	7095	34	0	0		816	8130		207	9803		433	27840	438	17806	36	480	19513	-59	0
11 sep  søn			337	2179	121		1159	358					4346		416	6815	33	0	0		816	7684		200	8650		433	26980	421	17251	36	41	1680	127	0
12 sep  man			324	1839	120		1041	372					5114		433	7283	20	0	0		816	7994		221	7220		433	25580	379	15393	40	434	17627	100	0
13 sep  tir			337	1914	121		1029	(350)					(1966)		56	937	27	0	0		108	977		356	7840		414	16980	439	17809	(5)	480	19472	-62	0
14 sep  ons			337	2017	121		996	332					4527		397	6941	31	0	0		790	7539		256	9350		430	25170	398	16099	36	480	19416	-73	0
15 sep  tor			337	1897	121		1030	358					5020		428	7594	34	0	0		816	7946		214	9700		429	25560	418	16840	34	480	19338	-78	0
16 sep  fre			357	2059	121		993	378					5373		427	7548	34	0	0		855	8425		145	5740		409	27370	387	15660	43	480	19423	-114	0
17 sep  lør			361	2083	121		1011	382					5049		419	7096	35	0	0		864	8143		214	7530		408	23140	407	16584	28	459	18703	-102	0
18 sep  søn			361	2129	121		980	382					4933		422	6890	31	0	0		864	8042		210	7260		409	23050	404					143	0
19 sep  man			394	2319	121		1093	414					5434		483	8058	31	0	0		929	8846		172	6300		409	24040	399	15998	33	417	16720	88	0
20 sep  tir			358	2427	121		1094	481					6622		556	9236	34	0	0		959	10143		197	3580		388	18670	357	14316	23	432	17324	-39	0
21 sep  ons			409	2402	121		1159	382					5565		436	7544	34	0	0		912	9126		121	5980		410	24430	418	16767	31	432	17329	-47	0
22 sep  tor			409	2225	121		1090	382					5562		438	7370	34	0	0		912	8878		186	7250		418	25750	406	16374	36	432	17423	-35	0
23 sep  fre			409	2356	121		1154	157					3405		329	5627	34	0	0		687	6915		248	13188		427	32250	419	17062	47	432	17591	-48	0
24 sep  lør			409	2243	121		1064	396					6013		446	7162	33	0	0		926	9320		250	12643		432	28410	393	16403	42	38	1586	115	0
25 sep  søn			409	2312	121		1085	406					5743		458	7210	24	0	0		936	9140		242	11750		414	26560	334					349	0
26 sep  man			409	3862	121		1155	405					5274		453	7612	34	0	0		935	10291		176	9983		385	25390	402	16008	37	413	16446	78	0
27 sep  tir			409	3055	121		1087	405					5790		452	8042	34	0	0		935	9932		185	6957		389	23570	355	14119	40	478	19011	-95	0
28 sep  ons			409	2687	121		990	405					6009		455	8006	35	0	0		935	9686		186	2790		408	17320	356	14187	18	480	19129	-125	0
29 sep  tor			409	4348	121		1199	405					5179		454	8080	36	0	0		935	10727		197	3270		410	20650	395	15738	24	480	19125	-137	0
30 sep  fre			409	2911	121		1080	406					7024		455	8747	33	0	0		936	11015		282	12620		424	23530	408	16374	30	435	17458	-62	0
01 okt  lør			409	3269	121		1075	406					5740		453	8468	23	0	0		936	10084		182	8370		454	31200	422	16806	46	432	17204	-27	0
02 okt  søn			409	5052	121		1242	(280)					(3443)		120	2172	10	0	0		250	2851		337	17290		456	29280	517	20693	29	81	3242	177	0
03 okt  man			409	4729	121		1651	330					5426		409	7657	30	0	0		860	11805		186	10820		344	22640	347	13706	39	395	15602	47	0
04 okt  tir			409	2706	121		1205	240					4949		366	7187	34	0	0		770	8860		223	9370		407	25480	502	19903	22	432	17128	45	0
05 okt  ons			409	3231	121		1327	406					5884		449	8792	35	0	0		936	10441		391	10060		412	23010	485	19284	16	442	17574	44	0
06 okt  tor			368	2762	121		1149	447					6944		511	9823	34	0	0		936	10856		212	8160		374	21940	453	17975	18	455	18054	-15	0
07 okt  fre			361	3004	121		1120	391					5375		448	8641	34	0	0		873	9499		262	12080		409	22970	487	19371	16	456	18138	-8	0
08 okt  lør			361	2219	108		968	384					6108		436	8272	34	0	0		853	9295		258	9100		402	20240	471	18700	8	456	18104	-8	0
09 okt  søn			361	3441	97		980	406					6246		476	8849	33	0	0		864	10668		243	10533		388	19010	461	18366	3	106	4223	143	0
10 okt  man			361	3804	97		1016	406					5816		458	8824	34	0	0		864	10636		229	9947		386	20360	466	18351	10	400	15752	152	0
11 okt  tir			361	2123	97		882	406					6758		458	8965	34	0	0		864	9763		223	9390		385	20360	454	17780	13	478	18720	-18	0
12 okt  ons			361	2023	97		900	406					6632		462	8849	35	0	0		864	9555		194	4740		377	17010	427	16685	2	480	18756	-63	0
13 okt  tor			361	2162	97		929	406					6548		471	9051	33	0	0		864	9638		200	8110		358	22820	417	16283	29	480	18743	-76	0
14 okt  fre			361	2105	97		879	406					6554		472	8777	36	0	0		864	9538		150	7680		352	21920	404	15690	28	480	18642	-109	0
15 okt  lør			361	2552	97		922	406					6189		480	8914	33	0	0		864	9663		179	8610		362	21390	409	15944	25	479	18673	-114	0
16 okt  søn			361	2060	97		885	406					6953		480	9121	32	0	0		864	9898		189	10850		367	21430	411	15935	26	114	4420	65	0
17 okt  man			361	2035	97		942	406					6295		473	8605	34	0	0		864	9272		179	8795		375	21850	420	16346	25	442	17202	89	0
18 okt  tir			361	2345	97		956	406					6318		472	8687	38	0	0		864	9619		123	6335		322	20400	348	13552	34	479	18653	-111	0
19 okt  ons			361	4048	97		1543	332					5381		436	8171	38	0	0		790	10973		209	7860		404	24430	443	17179	30	480	18614	-76	0
20 okt  tor			361	3210	97		1314	404					6897		483	8374	40	0	0		862	11421		211	6230		409	24920	437	17051	32	480	18729	-64	0
21 okt  fre			361	3927	54		962	425					4806		498	7385	40	0	0		840	9696		200	5070		394	23060	420	16436	29	480	18784	-105	0
22 okt  lør			361	2999	80		994	398					5842		465	7215	38	0	0		839	9835		161	6595		386	23180	413	16233	30	480	18866	-105	0
23 okt  søn			361	3667	96		1456	382					4807		443	7775	35	0	0		839	9930		175	9625		385	23200	402	15767	32	86	3373	47	0
24 okt  man			361	3368	114		1015	364					4888		490	6327	39	0	0		839	9271		150	8110		384	23550	410	16028	32	393	15363	120	0
25 okt  tir			361	2557	115		1232	363					5371		417	7288	38	0	0		839	9159		176	8350		386	22740	396	15472	32	432	16878	-26	0
26 okt  ons			361	2755	140		1512	338					5527		405	8461	39	0	0		839	9793		181	6590		381	22090	400	14987	32	452	16935	-36	0
27 okt  tor			361	2354	145		1579	308					6114		386	8403	41	0	0		814	10047		182	3390		386	17530	388	15261	13	432	16992	-62	0
28 okt  fre			361	2029	145		1550	382					7758		438	10357	38	0	0		888	11337		172	9170		386	24550	413	16210	34	431	16917	-47	0
29 okt  lør			376	1998	151		1580	398					8105		466	11034	38	0	0		925	11683		166	8810		410	25140	424	16661	34	248	9745	-30	0
30 okt  søn			361	1910	145		1477	347					7030		432	9906	22	0	0		853	10417		183	9460		391	23530	364					309	0
31 okt  man			315	1605	145		1464	120					4053		295	6679	6	0	0		579	7122		323	16060		376	21820	518	20135	8	334	12983	229	0
01 nov  tir			313	1756	144		1433	378					8902		446	10189	38	0	0		835	12092		240	11590		368	20800	470	18194	13	431	16685	42	0
02 nov  ons			313	1768	145		1513	377					9145		462	10504	38	0	0		835	12426		180	10420		295	19200	409	15731	18	432	16616	-79	0
03 nov  tor			313	1557	145		1383	381					10210		440	10298	37	0	0		839	13150		252	11140		301	18010	438	16926	6	432	16694	34	0
04 nov  fre			310	2068	154		1553	376					6786		433	9074	36	0	0		840	10407		77	4360		265	16670	240	9307	44	432	16752	-101	0
05 nov  lør			313	2521	137		1406	390					6280		443	8525	12	0	0		840	10207		204	9260		384	23920	352	13559	43	432	16641	-40	0
06 nov  søn			313	1882	139		1369	388					5989		429	7827	16	0	0		840	9240		168	8910		386	23670	335	12887	46	98	3770	100	0
07 nov  man			313	1754	159		445	276					7209		461	9819	24	0	0		748	9407		240	11960		407	24570	321	12458	49	400	15524	71	0
08 nov  tir			302	1763	122		1280	296					6622		474	10460	30	0	0		720	9666		276	12660		408	22770	530	20602	10	459	17843	69	0
09 nov  ons			313	2323	177		2008	(112)					406		230	4572	13	0	0		379	4736		364	8880		409	20060	424	16435	18	420	16280	-33	0
10 nov  tor			280	1913	174		1634	209					4997		437	9050	2	0	0		662	8544		294	7190		387	20000	418	16147	19	456	17615	-47	0
11 nov  fre			313	2012	178		1843	(135)					269		162	3377	40	0	0		356	4124		290	12793		386	18000	424	16351	9	456	17585	-55	0
12 nov  lør			313	1854	181		1921	109					3712		284	6611	40	0	0		603	7487		256	12557		386	18470	395	15256	17	456	17612	-79	0
13 nov  søn			313	1881	180		1835	340					6493		399	9106	37	0	0		833	10210		210	10330		385	18480	398	15379	17	100	3864	85	0
14 nov  man			313	2454	171		1833	352					5364		407	8133	39	0	0		836	9650		182	7590		371	19360	379	14450	25	409	15594	99	0
15 nov  tir			313	2609	169		1573	359					5338		410	7462	41	0	0		840	9520		112	5040		319	19580	362	13872	29	456	17474	-80	0
16 nov  ons			313	3063	169		1585	359					4547		416	7590	39	0	0		840	9194		127	6320		332	19990	395	14884	26	456	17182	-117	0
17 nov  tor			313	3842	128		1419	380					3296		440	6319	39	0	0		821	8556		55	3260		229	14410	232	8746	39	456	17190	-229	0
18 nov  fre			313	4538	119		1518	888					6117		937	9425	39	0	0		1320	12173		84	4890		361	22510	393	14861	34	456	17243	-136	0
19 nov  lør			313	4195	121		1491	886					6700		936	9009	38	0	0		1320	12386		111	6410		378	24520	419	16573	32	446	17641	-93	0
20 nov  søn			313	4223	121		1575	885					7597		941	10393	35	0	0		1319	13395		141	8750		384	25210	465					199	0
21 nov  man			313	3650	121		1557	884					8464		1009	11616	38	0	0		1318	13671		114	5500		386	22990	435	16645	28	415	15880	114	0
22 nov  tir			313	3176	121		1372	886					10727		992	14201	38	0	0		1320	15275		122	4900		386	24120	432	16624	31	432	16624	-22	0
23 nov  ons			313	3089	132		1467	843					12050		950	14691	36	0	0		1288	16606		144	7150		385	26480	435	16767	37	432	16651	-42	0
24 nov  tor			313	3116	133		1467	827					12898		934	14715	39	0	0		1272	17481		148	5890		385	25990	423	16399	37	432	16748	-17	0
25 nov  fre			313	2941	132		1386	827					13953		939	15149	39	0	0		1272	18280		159	7440		386	27300	415	16098	41	432	16757	-9	0
26 nov  lør			313	3001	125		1278	834					14253		950	15570	39	0	0		1272	18532		145	6830		386	26240	431	16830	36	432	16869	-31	0
27 nov  søn			313	3030	113		1257	741					13312		883	14948	40	0	0		1167	17599		157	8030		386	24780	399	15647	37	51	2000	141	0
28 nov  man			313	2851	101		977	442					7966		533	10988	39	0	0		856	11794		188	9720		385	24460	390	15339	37	395	15536	127	0
29 nov  tir			313	2887	97		904	(3)					1774		233	5384	40	0	0		407	5565		235	12580		356	22490	317	12468	45	432	16991	-8	0
30 nov  ons			313	3515	105		1003	319					4721		385	7972	41	0	0		737	9239		206	10740		356	22820	408	15312	33	455	17076	-58	0
01 dec  tor			313	3412	109		1099	414					5352		453	7619	39	0	0		836	9863		221	12230		386	25670	443	17605	31	432	17168	-58	0
02 dec  fre			313	2926	109		1061	418					6975		461	9892	40	0	0		840	10962		203	10920		386	25440	453	18080	29	432	17242	-40	0
03 dec  lør			313	2924	109		970	(152)					(471)		145	3340	33	0	0		270	3423		278	14620		386	22380	420	16774	25	432	17253	-37	0
04 dec  søn			313	2841	109		999	(422)					(3840)		0	0	15	0	0					361	12400		386	17830	433	17486	2	133	5371	64	0
05 dec  man			250	2213	87		869	275					5169		366	7946	38	0	0		612	8250		237	8650		385	19320	427	17012	12	363	14462	130	0
06 dec  tir			313	2864	109		835	359					6156		414	11050	38	0	0		781	9855		210	11180		386	21180	456	18181	14	432	17224	2	0
07 dec  ons			313	3299	67		195	385					6305		496	10053	38	0	0		765	9799		168	8370		352	20800	430	17081	18	432	17160	-27	0
08 dec  tor			313	2984	70		1186	(64)					(466)		201	3513	35	0	0		319	3704		382	17930		378	21580	590	23376	(8)	432	17116	22	0
09 dec  fre			313	3611	109		1451	346					3890		382	6225	39	0	0		768	8951		214	11580		337	19540	402	15872	19	432	17056	1	0
10 dec  lør			313	4456	114		1393	377					2554		418	4987	23	0	0		804	8403		193	11640		338	19890	402	15750	21	432	16925	-57	0
11 dec  søn			313	3900	121		1540	(193)					(3013)		127	1511	9	0	0		241	2427		326	18110		334	15720	523	20475	(30)	229	8965	-16	0
12 dec  man			313	3148	121		1284	578					5767		669	8349	1	0	0		1012	10199		178	8690		318	18530	452	17502	6	378	14637	126	0
13 dec  tir			313	2980	121		1253	766					9416		860	12639	28	0	0		1200	13649		90	4860		265	17430	355	13619	22	432	16573	-33	0
14 dec  ons			313	2951	121		1237	766					10852		860	13183	40	0	0		1200	15040		61	2950		287	19320	339	13021	33	254	9756	-71	0
15 dec  tor			313	3019	121		852	765					11783		862	14073	39	0	0		1199	15655		123	6380		360	24630	423	16339	34	374	14446	41	0
16 dec  fre			313	2826	121		1190	747					11974		842	13893	39	0	0		1180	15990		84	4360		336	23410	408	15826	32	408	15826	-23	0
17 dec  lør			313	2985	121		1195	528					8690		618	11289	28	0	0		961	12870		185	10220		380	25270	448	17496	31	408	15934	9	0
18 dec  søn			313	3068	121		1163	383					5779		429	12623	12	0	0		816	10010		145	8660		359	21810	434	16892	23	166	6461	26	0
19 dec  man			313	2833	121		1250	382					6246		427	12115	33	0	0		816	10329		98	5900		347	21210	447	17378	18	308	11974	151	0
20 dec  tir			313	2879	121		1237	382					7113		426	12934	39	0	0		816	11228		84	5150		336	21400	313	12214	43	432	16857	-50	0
21 dec  ons			313	2947	121		1153	382					6927		427	12698	40	0	0		816	11027		104	6440		338	21960	331	12949	41	428	16744	-116	0
22 dec  tor			313	3221	121		1220	359					5681		408	12184	39	0	0		793	10122		126	7950		379	23990	383	15043	37	432	16968	-108	0
23 dec  fre			313	3917	121		1473	241					2091		328	5044	39	0	0		675	7480		153	9330		362	25180	392	15535	38	411	16288	-86	0
24 dec  lør			313	4284	121		1539	358					1885		396	4483	30	0	0		792	7708		175	10850		409	29260	407	16256	44	408	16296	-58	0
25 dec  søn			313	3664	121		1451	358					3175		398	5313	14	0	0		792	8290		205	10820		409	28360	347	13941	51	142	5705	18	0
26 dec  man			313	3752	121		1314	358					2673		400	5267	1	0	0		792	7738		232	14350		409	25820	511	20466	21	273	10934	80	0
27 dec  tir			313	3326	121		1260	358					4192		403	6982	0	0	0		792	8778		232	13260		409	25590	450	18060	29	301	12080	207	0
28 dec  ons			313	3131	121		1147	358					4611		405	7176	27	0	0		792	8888		172	9860		370	22380	454	18177	19	384	15374	40	0
29 dec  tor			313	3014	121		1152	358					5307		402	5245	30	0	0		792	9473		168	9650		340	20140	359	14454	28	384	15461	-24	0
30 dec  fre			313	3117	121		1075	358					5617		398	5103	39	0	0		792	9810		124	5460		337	20810	378	15284	27	384	15527	-38	0
31 dec  lør			313	3255	121		1123	357					5773		408	7348	32	0	0		791	10151		140	6170		338	20590	385	15578	24	384	15538	-35	0
01 jan  søn			313	4048	121		1357	357					3483		403	7263	17	0	0		791	8888		168	6770		337	21220	350	14186	33	81	3283	33	0
02 jan  man			313	3299	121		1235	357					4319		397	5845	0	0	0		791	8854		167	9130		361	22340	453	18412	18	317	12884	189	0
03 jan  tir			313	3772	121		1326	358					3022		398	5735	35	0	0		792	8120		140	8550		344	21450	390	15745	27	384	15503	23	0
04 jan  ons			313	3369	121		1391	358					3978		396	5697	25	0	0		792	8738		154	9610		336	22120	396	15922	28	426	17128	-107	0
05 jan  tor			313	3186	121		1181	358					5002		398	5744	36	0	0		792	9368		168	9210		354	22130	415	16091	27	416	16130	-49	0
06 jan  fre			313	3125	121		1179	358					5226		398	5726	39	0	0		792	9530		135	8430		320	20120	389	15427	23	446	17688	-63	0
07 jan  lør			313	3278	114		1119	381					5513		419	6039	38	0	0		808	9910		140	8300		346	21500	388	15557	28	408	16359	-77	0
08 jan  søn			313	3194	109		999	395					6123		435	6255	27	0	0		816	10316		168	10180		356	22430	356	14203	37	133	5306	36	0
09 jan  man			313	3097	109		1002	395					6177		436	6282	38	0	0		816	10276		173	10550		378	22310	487	19586	12	363	14599	112	0
10 jan  tir			313	3069	109		999	417					3617		458	6444	39	0	0		839	7685		93	5550		386	16830	376	15211	10	408	16506	14	0
11 jan  ons			313	3431	109		1336	779					3956		863	6218	33	0	0		1200	8723		179	10290		384	24870	440	17602	29	408	16322	-16	0
12 jan  tor			313	4058	109		1268	779					4099		865	6225	22	0	0		1200	9425		196	12090		385	29270	461	18426	37	408	16308	1	0
13 jan  fre			313	3515	100		1032	787					5628		877	6318	41	0	0		1200	10175		116	7570		370	25270	411	15946	37	407	15791	-34	0
14 jan  lør			313	3562	97		979	790					6824		881	10841	39	0	0		1200	11365		128	7720		361	22860	409	15966	30	408	15927	-73	0
15 jan  søn			313	3376	97		966	790					8543		885	11116	39	0	0		1199	12885		97	6190		362	22750	357	13865	39	55	2136	58	0
16 jan  man			313	3022	97		1039	789					7917		881	11070	27	0	0		1199	11978		83	5420		328	20720	395	14477	30	314	11508	116	0
17 jan  tir			313	3188	97		979	790					8053		832	10440	39	0	0		1200	12220		57	3760		274	17990	277	11180	38	408	16467	-65	0
18 jan  ons			313	2896	97		1014	790					8209		829	9897	41	0	0		1200	12119		143	8630		398	25390	416	16757	34	408	16435	-32	0
19 jan  tor			313	2807	97		987	790					8017		828	10770	39	0	0		1200	11811		170	10745		409	25210	409	16553	34	408	16513	-14	0
20 jan  fre			313	2407	97		957	790					8576		828	10812	39	0	0		1200	11940		116	4955		409	25710	433	17543	32	395	16003	-18	0
21 jan  lør			313	2731	97		981	790					8967		829	11804	38	0	0		1200	12678		131	6110		410	27640	406	16397	41	370	14943	-23	0
22 jan  søn			313	3936	97		1000	790					8106		828	12479	24	0	0		1200	13041		120	6790		409	27640	415	16839	39	271	10996	15	0
23 jan  man			313	5102	97		910	593					5302		694	10861	41	0	0		1003	11314		159	9240		409	26390	504	20590	22	286	11684	129	0
24 jan  tir			313	6355	97		934	461					1444		502	7568	38	0	0		870	8733		174	8910		393	25640	414	16273	37	402	15801	17	0
25 jan  ons			313	14214	97		955	407					(7424)		447	6470	37	0	0		816	7744		202	10420		408	26800	406	15888	41	409	16005	-1	0
26 jan  tor			313	7849	97		1001	406					(85)		451	6611	38	0	0		816	8765		184	8810		408	27120	410	16091	41	408	16013	7	0
27 jan  fre			313	10974	97		952	406					(1941)		451	6638	38	0	0		816	9985		109	5300		343	22510	368	14432	36	408	16001	-87	0
28 jan  lør			313	18256	97		966	406					(10181)		450	6680	36	0	0		816	9041		173	7000		409	27230	400	15727	42	358	14076	-25	0
29 jan  søn			313	19683	97		943	405					(12578)		455	6448	22	0	0		815	8047		180	10050		407	26630	386					198	0
30 jan  man			313	5176	105		1065	397					1692		439	5766	40	0	0		815	7933		225	10370		411	24840	442	17979	28	369	15010	107	0
31 jan  tir			313	8798	106		8539	397					(9039)		437	6123	40	0	0		816	8298		204	4260		409	23970	397	16137	33	472	19186	-35	0
01 feb  ons			313	5390	106		3628	397					(799)		436	6221	38	0	0		816	8219		128	5700		408	31910	415	17022	47	480	19689	-91	0
02 feb  tor			311	2202	105		813	(77)					326		181	2637	39	0	0		339	3341		253	13550		393	38377	410	16790	56	472	19330	-86	0
03 feb  fre			313	2261	106		850	395					5537		426	6057	38	0	0		814	8648		136	6380		360	26233	331	13737	48	380	15771	-90	0
04 feb  lør			313	2466	107		817	396					5364		431	5965	38	0	0		816	8647		160	7340		384	18460	371	15457	16	360	14999	-35	0
05 feb  søn			313	2740	108		847	46					1249		246	3560	22	0	0		467	4836		270	9150		386	17820	400	16851	5	187	7878	-38	0
06 feb  man			313	2403	108		833	328					4810		390	5243	32	0	0		749	8046		231	6370		383	22420	373	15607	30	385	16109	74	0
07 feb  tir			311	2250	108		722	389					5175		427	5747	41	0	0		808	8146		244	9930		385	21400	399	16870	21	436	18434	-35	0
08 feb  ons			313	2235	109		765	394					5090		431	5826	38	1	14		816	8090		174	7190		387	20890	380	15191	27	432	17270	-60	0
09 feb  tor			313	2280	109		773	364					4837		373	4871	38	0	2		786	7889		189	8190		374	20240	375	14858	27	432	17117	-84	0
10 feb  fre			313	2247	118		800	391					5293		383	5258	39	0	0		822	8340		157	6680		345	18400	334	13309	28	375	14943	-80	0
11 feb  lør			313	2255	121		842	394					5220		388	5216	39	0	0		828	8316		204	8690		386	21000	382	15405	27	360	14518	-25	0
